timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
2874536293,2874536124,2490386,-0.101892546,0.04697816,-0.05491438,42.36715,0,10
2875537274,2875537098,2490386,0.049375005,0.13672669,-0.06775082,42.49396,0,10
2876538282,2876538072,2490386,-0.21571605,0.13715279,0.11989551,42.391304,0,10
2877536710,2877536530,2490386,0.0747283,-0.0051665325,0.046392266,42.355072,0,10
2878536418,2878536229,2490386,-0.07163903,-0.22471753,0.018535601,42.45169,0,10
2879537375,2879537207,2490386,0.110467926,-0.27217507,0.036804885,42.512077,0,10
2880535828,2880535651,2490386,-0.0618386,-0.2592321,-0.04079963,42.54831,0,10
2881536795,2881536625,2490386,0.021411816,-0.15632756,-0.037550572,42.397343,0,10
2882537840,2882537602,2490386,0.07446198,0.06402239,-0.02098571,42.40338,0,10
2883534957,2883534782,2490386,-0.16815199,-0.03195793,0.047564056,42.45773,0,10
2884535955,2884535756,2490386,-0.15371765,-0.062104918,0.03355583,42.487923,0,10
2885536983,2885536730,2490386,0.009001484,-0.14839134,-0.004740427,42.40338,0,10
2886537895,2886537705,2490386,0.08596684,-0.031158986,-0.6489058,42.475845,0,10
2887535059,2887534888,2490386,-0.10636666,-0.2593919,-0.77386135,42.427536,0,10
2888537297,2888537126,2490386,0.087404944,-0.020612868,-0.80294305,42.463768,0,10
2889537013,2889536838,2490386,-0.115261614,-0.07893609,-0.63841295,42.524155,0,10
2890537980,2890537810,2490386,-0.037497308,0.098110855,-0.07845673,42.3128,0,10
2891535154,2891534989,2490386,-0.37199035,0.2221609,-0.015073492,42.330917,0,10
2892537389,2892537223,2490386,0.0386691,-0.31377363,-0.02663161,42.198067,0,10
2893537107,2893536927,2490386,0.13566142,-0.18887138,-0.023382554,42.1558,0,10
2894535532,2894535366,2490386,0.010705908,-0.01720402,-0.011291803,42.222225,0,10
2895536505,2895536332,2490386,-0.0002663161,-0.2931075,0.02295645,42.125607,0,10
2896537474,2896537302,2490386,0.011132013,0.061146177,-0.06572682,42.077293,0,10
2897538429,2897538261,2490386,-0.13715279,0.13480921,0.0088949585,42.13768,0,10
2898535599,2898535433,2490386,0.16245283,0.06966829,0.9327988,42.016907,0,10
2899536564,2899536397,2490386,-0.29316077,-0.015180019,0.69322085,42.08937,0,10
2900536307,2900536096,2490386,0.15132082,-0.21465078,0.75719,42.07126,0,10
2901534714,2901534537,2490386,-0.08942895,0.22588933,0.6848053,42.16184,0,10
2902535668,2902535497,2490386,0.08127968,-0.050227217,0.05107943,42.14372,0,10
2903537894,2903537727,2490386,0.13427658,-0.015925704,0.080960095,42.22826,0,10
2904537594,2904537428,2490386,0.047351003,0.061572284,-0.038242992,42.14372,0,10
2905536040,2905535867,2490386,0.06775082,0.13720606,-0.015819177,42.198067,0,10
2906537008,2906536836,2490386,0.050014164,-0.036005937,0.14785871,42.13768,0,10
2907537974,2907537799,2490386,-0.14109428,-0.00069242186,0.024074977,42.16184,0,10
2908535167,2908534974,2490386,-0.021411816,-0.0044208476,-0.010599381,42.258453,0,10
2909536135,2909535943,2490386,-0.010120012,-0.06775082,0.021571605,42.13768,0,10
2910538341,2910538172,2490386,-0.012410331,-0.015180019,0.004101268,42.173912,0,10
