timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,is_external
2874336940,2874336938,8943619,0.19067383,-0.22058105,0.31567383,nan,0,0
2875337036,2875337035,8943619,0.18701172,-0.22436523,0.31567383,nan,0,0
2876336950,2876336949,8943619,0.18701172,-0.18701172,0.3239746,nan,0,0
2877337092,2877337091,8943619,0.17944336,-0.22058105,0.32421875,nan,0,0
2878337000,2878336999,8943619,0.16455078,-0.22814941,0.32421875,nan,0,0
2879337137,2879337136,8943619,0.17578125,-0.23925781,0.3154297,nan,0,0
2880336971,2880336970,8943619,0.18322754,-0.23181152,0.3154297,nan,0,0
2881337043,2881337042,8943619,0.17578125,-0.23925781,0.31958008,nan,0,0
2882337256,2882337255,8943619,0.17199707,-0.23181152,0.31958008,nan,0,0
2883336983,2883336983,8943619,0.18322754,-0.23181152,0.3154297,nan,0,0
2884337815,2884337814,8943619,0.17944336,-0.22436523,0.31958008,nan,0,0
2885336995,2885336995,8943619,0.17578125,-0.23181152,0.32373047,nan,0,0
2886337088,2886337087,8943619,0.19067383,-0.16821289,0.31958008,nan,0,0
2887337015,2887337014,8943619,0.15698242,-0.037384033,0.328125,nan,0,0
2888337007,2888337006,8943619,0.05609131,0.052337646,0.32373047,nan,0,0
2889337636,2889337636,8943619,-0.07104492,0.048614502,0.32348633,nan,0,0
2890337254,2890337253,8943619,-0.15332031,-0.026168823,0.31958008,nan,0,0
2891340669,2891340668,8943619,-0.17944336,-0.052337646,0.31958008,nan,0,0
2892337094,2892337094,8943619,-0.18688965,-0.0635376,0.31933594,nan,0,0
2893337137,2893337137,8943619,-0.18322754,-0.059814453,0.31518555,nan,0,0
2894337036,2894337035,8943619,-0.17944336,-0.029907227,0.31518555,nan,0,0
2895338215,2895338214,8943619,-0.18322754,-0.03366089,0.3149414,nan,0,0
2896337048,2896337047,8943619,-0.17578125,-0.037384033,0.31518555,nan,0,0
2897337292,2897337291,8943619,-0.18688965,-0.041137695,0.31933594,nan,0,0
2898337098,2898337098,8943619,-0.17944336,-0.04486084,0.31933594,nan,0,0
2899337338,2899337337,8943619,-0.05609131,0.06732178,0.31518555,nan,0,0
2900337064,2900337063,8943619,0.085998535,0.0037384033,0.33642578,nan,0,0
2901337114,2901337113,8943619,0.18688965,-0.12335205,0.32348633,nan,0,0
2902338042,2902338042,8943619,0.17944336,-0.27294922,0.3022461,nan,0,0
2903337147,2903337079,8943619,0.2019043,-0.22802734,0.30664062,nan,0,0
2904337094,2904337093,8943619,0.18688965,-0.23181152,0.31518555,nan,0,0
2905337135,2905337134,8943619,0.17565918,-0.22802734,0.32788086,nan,0,0
2906337250,2906337249,8943619,0.1607666,-0.24304199,0.3190918,nan,0,0
2907337567,2907337566,8943619,0.17565918,-0.23181152,0.32348633,nan,0,0
2908337597,2908337596,8943619,0.19067383,-0.22802734,0.32348633,nan,0,0
2909337147,2909337146,8943619,0.19433594,-0.22802734,0.32348633,nan,0,0
2910337264,2910337263,8943619,0.19445801,-0.22802734,0.31933594,nan,0,0
